,1,368,0,137,62,193,157,TARGET
16002,27,42225.96,2,3,1,3,3,0
16003,27,117310.979016494,2,3,1,3,3,0
16004,32,111800.52,11,3,1,1,3,0
16005,23,81510.09,2,3,1,3,3,0
16006,23,117310.979016494,2,3,1,99,3,0
16007,53,72951.36,11,3,1,2,3,0
16008,25,68401.77,2,3,1,99,3,0
16009,23,100099.14,2,3,1,3,3,0
16010,25,121646.25,2,3,1,2,3,0
16011,24,179349.24,2,3,1,99,3,0
16012,36,69199.5,2,3,1,1,3,0
16013,23,88143.48,2,3,1,3,3,0
16014,25,183531.42,2,3,1,1,3,0
16015,27,74373.9,2,3,1,3,3,0
16016,36,150478.14,2,3,1,99,3,0
16017,59,162157.74,108,6,1,3,0,0
16018,35,200999.01,2,6,1,2,6,0
16019,23,59470.47,2,3,1,99,3,0
16020,25,77898.72,2,3,1,99,3,0
16021,23,57313.35,2,3,1,99,3,0
16022,36,117310.979016494,2,6,1,3,6,0
16023,24,117310.979016494,2,3,1,2,3,0
16024,41,73306.98,2,3,1,1,3,0
16025,54,85056.66,2,3,1,99,3,1
16026,79,94420.89,1,6,1,1,6,0
16027,51,117310.979016494,2,3,1,99,3,0
16028,62,109869.69,2,3,1,1,3,0
16029,42,111532.23,2,3,1,1,3,0
16030,25,74687.46,2,3,1,3,3,0
16031,45,51582.51,2,3,1,99,3,0
16032,23,117310.979016494,2,3,1,99,3,0
16033,41,144725.79,2,3,1,3,3,0
16034,47,117310.979016494,2,6,1,1,6,0
16035,45,106055.13,2,9,1,1,6,0
16036,23,57580.17,2,3,1,99,3,0
16037,23,122819.49,2,3,1,1,3,0
16038,56,225135.45,2,3,1,1,3,1
16039,32,118722.81,2,3,1,1,3,0
16040,24,117310.979016494,2,3,1,99,3,0
16041,35,117310.979016494,2,6,1,1,6,0
16042,24,26104.98,2,3,1,3,3,0
16043,24,142861.92,2,3,1,3,3,0
16044,23,134969.13,2,3,1,3,3,0
16045,31,151351.05,2,3,1,99,3,0
16046,23,117040.5,2,3,1,99,3,0
16047,31,59117.85,2,3,1,2,3,0
16048,23,65449.08,2,3,1,99,3,0
16049,30,117310.979016494,2,3,1,99,3,1
16050,26,87415.26,2,3,1,2,3,0
16051,23,71736.18,2,3,1,3,3,0
16052,44,155759.01,2,3,1,1,3,0
16053,26,100857.15,2,3,1,3,3,0
16054,27,72976.59,2,6,1,99,6,0
16055,32,117310.979016494,2,3,1,1,3,0
16056,23,82806.27,2,3,1,3,3,0
16057,51,117310.979016494,2,3,1,99,3,1
16058,43,119286.78,2,3,1,1,3,0
16059,26,67459.23,2,3,1,99,3,0
16060,23,97657.56,2,3,1,3,3,0
16061,25,73718.94,2,3,1,99,3,0
16062,48,117310.979016494,2,3,1,1,3,0
16063,26,118177.47,2,3,1,3,3,0
16064,24,55519.83,2,3,1,3,3,0
16065,23,192360.78,2,3,1,3,3,0
16066,39,60321.93,2,9,1,1,9,0
16067,23,77661.24,2,3,1,3,3,0
16068,31,117310.979016494,2,3,1,99,3,0
16069,55,96070.53,2,6,1,1,6,0
16070,24,124142.25,2,3,1,99,3,0
16071,48,126717.96,2,6,1,3,3,0
16072,23,46592.34,2,3,1,99,3,0
16073,36,206294.13,2,3,1,3,3,0
16074,23,71164.59,2,3,1,99,3,0
16075,31,89673.45,2,6,1,2,3,0
16076,61,65612.82,2,3,1,1,3,0
16077,46,40603.38,2,3,1,3,3,0
16078,25,86537.67,2,3,1,3,3,0
16079,23,85696.65,2,3,1,99,3,0
16080,42,117310.979016494,2,3,1,1,3,0
16081,26,117310.979016494,2,3,1,99,3,0
16082,23,59716.59,2,3,1,3,3,0
16083,23,137244.81,2,3,1,99,3,0
16084,28,68872.98,2,3,1,3,3,0
16085,29,83154.54,2,3,1,3,3,0
16086,23,123561.09,2,3,1,99,3,0
16087,31,117310.979016494,2,3,1,3,3,0
16088,23,73345.47,2,3,1,99,3,0
16089,23,132586.38,2,3,1,99,3,0
16090,26,61203.69,2,3,1,99,3,0
16091,26,42770.31,2,3,1,3,3,0
16092,25,117310.979016494,2,3,1,99,3,0
16093,27,67580.28,2,3,1,3,3,0
16094,23,390560.04,2,3,1,99,3,0
16095,55,120783.81,2,3,1,1,3,0
16096,48,105375.33,2,6,1,1,6,0
16097,48,58999.56,2,3,1,3,3,0
16098,56,91642.65,2,3,1,3,3,0
16099,45,190455.72,2,6,1,2,6,0
16100,38,117310.979016494,2,3,1,99,3,0
16101,23,109140.87,2,3,1,99,3,0
16102,27,60352.02,2,3,1,2,3,0
16103,23,32516.85,2,3,1,99,3,0
16104,23,117310.979016494,2,3,1,99,3,0
16105,24,217549.47,2,3,1,3,3,0
16106,53,117310.979016494,2,3,1,1,3,0
16107,24,31887.63,2,3,1,3,3,0
16108,23,250563.21,2,3,1,3,3,0
16109,23,33951.84,2,3,1,3,3,0
16110,27,215998.11,2,3,1,99,3,0
16111,23,106584.72,2,3,1,3,3,0
16112,47,45962.55,2,3,1,99,3,0
16113,38,55024.74,2,3,1,3,3,0
16114,25,81295.05,2,3,1,2,3,0
16115,23,145250.79,2,3,1,99,3,0
16116,61,117310.979016494,2,3,1,99,3,0
16117,23,196411.14,2,3,1,99,3,0
16118,27,25207.17,2,3,1,99,3,0
16119,23,48180.93,2,3,1,3,3,0
16120,23,95294.46,2,3,1,3,3,0
16121,26,117310.979016494,2,3,1,3,3,0
16122,28,103523.88,2,3,1,99,3,0
16123,29,75705.39,2,3,1,2,3,0
16124,53,117310.979016494,2,3,1,1,3,0
16125,48,22003.59,2,3,1,1,3,0
16126,23,158548.86,2,3,1,3,3,0
16127,23,117310.979016494,2,3,1,99,3,0
16128,22,71159.22,2,3,1,3,3,0
16129,37,33341.28,2,3,1,99,3,1
16130,38,62179.02,2,3,1,2,3,0
16131,23,180311.19,2,3,1,99,3,0
16132,25,87348.06,2,3,1,2,3,0
16133,34,60248.37,2,9,1,2,6,0
16134,28,46688.1,2,3,1,3,3,0
16135,24,163986.72,2,3,1,3,3,0
16136,42,100999.59,2,3,1,99,3,0
16137,30,117310.979016494,2,3,1,3,3,0
16138,24,359900.31,2,3,1,99,3,0
16139,24,117310.979016494,2,3,1,99,3,0
16140,27,61450.14,2,3,1,3,3,0
16141,65,138922.71,82,3,1,2,3,0
16142,23,130527.96,2,3,1,3,3,0
16143,22,117310.979016494,2,3,1,0,3,0
16144,23,119596.5,2,3,1,99,3,0
16145,28,117310.979016494,2,3,1,1,3,0
16146,23,107733.57,2,3,1,99,3,0
16147,61,97193.67,2,6,1,2,6,0
16148,32,61237.74,2,3,1,99,3,1
16149,45,117310.979016494,2,3,1,3,3,0
16150,48,52465.95,7,3,1,1,3,0
16151,22,117310.979016494,2,3,1,0,3,0
16152,49,42537.15,2,3,1,1,3,0
16153,23,62648.94,2,3,1,99,3,0
16154,24,133023.66,2,3,1,99,3,0
16155,23,43454.88,2,3,1,2,3,0
16156,36,74361.09,2,9,1,3,6,0
16157,23,117310.979016494,2,3,1,99,3,0
16158,23,117310.979016494,2,3,1,99,3,0
16159,23,77111.97,2,3,1,99,3,0
16160,24,52710.66,2,3,1,99,3,0
16161,32,145145.16,2,3,1,1,3,0
16162,23,151025.16,2,3,1,99,3,0
16163,39,53258.88,2,6,1,1,6,0
16164,24,117310.979016494,2,3,1,99,3,0
16165,24,81475.71,2,3,1,99,3,0
16166,23,65805.39,2,3,1,99,3,0
16167,36,107272.86,12,3,1,2,3,0
16168,36,69465.15,2,3,1,1,3,0
16169,53,85441.02,2,3,1,3,3,0
16170,34,106007.97,2,3,1,99,3,0
16171,23,504600.33,2,3,1,3,3,0
16172,31,87227.46,2,3,1,3,3,0
16173,23,238746.6,2,3,1,2,3,0
16174,26,70740.09,2,3,1,99,3,0
16175,23,36013.8,2,3,1,99,3,0
16176,23,117310.979016494,2,3,1,3,3,0
16177,34,117310.979016494,2,6,1,1,6,0
16178,38,136749.3,2,3,1,1,3,0
16179,33,167332.08,2,3,1,99,3,0
16180,26,47759.13,2,3,1,99,3,0
16181,24,50343.24,2,3,1,99,3,0
16182,25,68914.59,2,3,1,99,3,0
16183,25,85204.41,2,3,1,3,3,0
16184,69,105708.09,2,6,1,3,3,0
16185,51,149443.92,2,6,1,1,6,0
16186,23,117310.979016494,2,3,1,99,3,0
16187,28,209949.24,2,3,1,99,3,0
16188,29,92356.56,2,3,1,3,3,0
16189,68,78927.54,2,6,1,2,6,0
16190,58,130711.74,2,3,1,1,3,0
16191,23,54560.88,2,3,1,1,3,0
16192,58,48723.9,2,6,1,3,6,0
16193,30,117310.979016494,2,3,1,2,3,0
16194,28,162401.07,2,3,1,99,3,0
16195,23,67240.14,2,3,1,99,3,0
16196,81,201249.93,2,9,1,2,3,0
16197,59,117310.979016494,2,3,1,1,3,0
16198,23,284958.66,2,3,1,3,3,0
16199,27,83647.35,2,3,1,3,3,0
16200,64,37988.01,2,3,1,99,3,0
16201,47,117310.979016494,2,3,1,1,3,0
16202,37,83893.98,2,3,1,99,3,0
16203,24,64393.68,2,3,1,3,3,0
16204,23,72771.63,2,3,1,99,3,0
16205,42,92494.74,2,3,1,1,3,0
16206,44,57586.68,2,3,1,99,3,0
16207,67,108432.15,2,3,1,99,3,0
16208,38,63893.4,2,3,1,99,3,0
16209,26,117310.979016494,2,3,1,3,3,0
16210,23,55748.82,2,3,1,3,3,0
16211,26,109422.12,2,3,1,99,3,0
16212,23,67148.7,2,3,1,99,3,0
16213,44,64727.16,2,3,1,3,3,0
16214,23,52934.91,2,3,1,3,3,0
16215,23,117310.979016494,2,3,1,3,3,0
16216,37,117310.979016494,2,6,1,1,3,0
16217,23,93462.57,2,3,1,99,3,0
16218,24,58359.9,2,3,1,99,3,0
16219,23,85500.27,2,3,1,3,3,0
16220,39,39208.98,2,3,1,1,3,0
16221,23,117310.979016494,2,3,1,99,3,0
16222,26,115361.46,2,3,1,99,3,0
16223,23,221810.43,2,3,1,3,3,0
16224,47,108470.94,2,3,1,3,3,0
16225,24,191113.68,2,3,1,3,3,0
16226,25,101393.52,2,3,1,99,3,0
16227,86,154059.09,2,6,1,3,3,0
16228,25,117310.979016494,2,3,1,99,3,0
16229,25,32170.74,2,3,1,2,3,0
16230,36,81184.92,2,3,1,1,3,0
16231,68,166722.9,2,6,1,1,6,0
16232,50,135825.0,2,3,1,99,3,0
16233,23,117310.979016494,2,3,1,3,3,0
16234,24,70151.64,2,3,1,3,3,0
16235,45,150499.23,2,6,1,1,6,0
16236,23,163054.08,2,3,1,2,3,0
16237,34,135603.09,2,3,1,3,3,0
16238,22,66477.09,2,3,1,2,3,0
16239,55,92808.0,2,3,1,1,3,0
16240,23,45853.38,2,3,1,3,3,0
16241,50,32565.48,2,3,1,99,3,0
16242,41,79208.52,13,3,1,1,3,0
16243,59,92043.0,2,9,1,2,6,0
16244,23,70971.27,2,3,1,99,3,0
16245,23,74776.38,2,3,1,3,3,0
16246,50,117310.979016494,2,6,1,3,3,0
16247,24,91133.97,2,3,1,3,3,0
16248,28,320752.74,2,3,1,1,3,0
16249,46,69904.05,36,3,1,1,3,0
16250,32,60062.73,2,3,1,3,3,0
16251,38,44755.8,2,3,1,99,3,0
16252,33,117310.979016494,2,6,1,1,6,0
16253,37,91092.24,2,6,1,1,6,0
16254,23,80302.2,9,3,1,2,3,0
16255,33,55826.97,2,3,1,99,3,0
16256,30,117310.979016494,2,3,1,2,3,0
16257,25,123200.94,2,3,1,99,3,0
16258,43,171250.83,2,3,1,2,3,1
16259,25,57767.4,2,3,1,3,3,0
16260,31,117310.979016494,2,3,1,3,3,0
16261,23,117310.979016494,2,3,1,99,3,0
16262,41,144531.99,2,3,1,1,3,1
16263,42,98780.13,2,3,1,3,0,0
16264,32,83939.55,2,3,1,99,3,0
16265,23,50139.99,2,3,1,2,3,0
16266,28,44582.43,2,3,1,99,3,0
16267,41,86789.46,2,9,1,2,6,0
16268,39,36085.92,2,3,1,99,3,0
16269,28,57778.5,2,3,1,1,3,0
16270,27,91683.81,2,3,1,3,3,0
16271,23,59781.39,2,3,1,3,3,0
16272,23,117310.979016494,2,3,1,3,3,0
16273,24,54361.32,2,3,1,99,3,0
16274,53,118545.42,2,3,1,1,3,0
16275,45,209082.18,2,3,1,1,3,0
16276,54,112084.65,2,9,1,2,6,0
16277,33,117310.979016494,2,3,1,99,3,0
16278,23,117310.979016494,2,3,1,99,3,0
16279,42,105032.52,2,3,1,1,3,0
16280,23,117310.979016494,2,3,1,99,3,0
16281,24,655438.68,2,3,1,99,3,0
16282,23,147806.13,2,3,1,1,3,0
16283,26,117310.979016494,2,3,1,99,3,0
16284,28,70261.47,2,3,1,3,3,0
16285,52,259606.59,2,3,1,1,3,0
16286,37,84919.92,2,3,1,99,3,0
16287,38,94504.35,2,3,1,1,3,1
16288,23,57362.16,2,3,1,3,3,0
16289,25,106218.57,2,3,1,3,3,0
16290,23,95316.42,2,3,1,99,3,0
16291,23,64603.08,2,3,1,99,3,0
16292,32,110467.59,2,3,1,3,3,0
16293,24,117310.979016494,2,3,1,99,3,0
16294,22,117310.979016494,2,3,1,99,3,0
16295,24,42842.13,2,3,1,3,3,0
16296,29,87043.83,2,3,1,3,3,0
16297,9,150530.97,2,3,1,1,3,0
16298,23,117310.979016494,2,3,1,99,3,0
16299,35,179254.17,2,3,1,99,3,0
16300,27,155204.7,2,3,1,2,3,0
16301,31,30762.33,2,3,1,3,3,0
16302,28,95152.44,2,3,1,3,3,0
16303,37,142503.0,2,3,1,99,3,0
16304,56,50678.91,2,3,1,99,3,0
16305,35,236263.59,2,3,1,1,3,0
16306,24,117310.979016494,2,3,1,3,3,0
16307,26,128173.11,2,3,1,3,3,0
16308,24,341742.87,2,3,1,3,3,0
16309,45,52969.77,2,3,1,99,3,0
16310,24,53699.13,2,3,1,3,3,0
16311,29,133835.94,2,3,1,99,3,0
16312,27,52148.04,2,3,1,1,3,0
16313,70,117310.979016494,3,6,1,2,3,0
16314,27,501392.61,2,3,1,3,3,0
16315,23,114273.21,2,3,1,99,3,0
16316,28,130474.56,2,3,1,3,3,0
16317,31,30741.75,2,3,1,3,3,0
16318,62,71217.3,2,3,1,2,3,0
16319,25,36538.08,2,3,1,99,3,0
16320,56,66970.89,2,6,1,1,6,0
16321,52,77902.62,2,3,1,1,3,0
16322,23,98668.32,2,3,1,99,3,0
16323,25,36270.18,2,3,1,3,3,0
16324,30,70824.48,2,3,1,3,3,0
16325,33,93444.09,2,3,1,99,3,0
16326,28,39835.71,2,3,1,3,3,0
16327,26,47724.15,2,3,1,3,3,0
16328,50,117310.979016494,2,3,1,99,3,0
16329,38,124489.44,2,3,1,99,3,0
16330,26,158529.33,2,3,1,99,3,0
16331,23,75513.99,2,3,1,3,3,0
16332,27,420822.78,2,3,1,3,3,0
16333,23,245745.36,2,3,1,3,3,0
16334,32,117310.979016494,2,3,1,99,3,1
16335,51,57580.29,2,3,1,2,3,0
16336,23,75483.39,2,3,1,99,3,0
16337,35,44270.31,2,3,1,3,3,0
16338,48,117310.979016494,2,3,1,3,3,0
16339,32,43376.16,2,3,1,3,3,0
16340,25,163193.97,2,3,1,3,3,0
16341,38,176737.14,2,3,1,99,3,0
16342,51,71674.02,2,6,1,1,6,0
16343,43,123873.87,2,3,1,1,3,0
16344,24,52480.68,2,3,1,2,3,0
16345,28,74356.71,2,3,1,1,3,0
16346,23,117310.979016494,2,3,1,3,3,0
16347,29,117310.979016494,2,3,1,99,3,0
16348,34,158681.34,2,3,1,2,3,0
16349,27,117310.979016494,2,3,1,99,3,1
16350,23,117310.979016494,2,3,1,3,3,0
16351,23,124937.43,2,3,1,99,3,0
16352,28,99093.96,2,3,1,99,3,0
16353,36,84991.05,2,3,1,99,3,0
16354,40,49232.64,2,3,1,1,3,0
16355,26,133286.46,2,3,1,99,3,0
16356,25,65790.72,2,3,1,99,3,0
16357,23,119187.24,2,3,1,99,3,0
16358,25,148983.3,2,3,1,99,3,0
16359,25,117310.979016494,2,3,1,99,3,0
16360,31,43450.92,2,3,1,99,3,0
16361,23,49559.37,2,3,1,99,3,0
16362,23,31199.07,2,3,1,3,3,0
16363,23,124671.3,2,3,1,99,3,0
16364,23,45271.32,2,3,1,3,3,0
16365,23,117310.979016494,2,3,1,99,3,0
16366,53,62126.85,2,3,1,2,3,0
16367,42,73262.16,2,3,1,1,3,0
16368,58,254259.84,2,3,1,1,3,0
16369,44,72197.04,2,12,1,3,6,0
16370,23,117310.979016494,2,3,1,3,3,0
16371,24,58269.72,2,3,1,3,3,0
16372,41,152219.88,2,3,1,1,3,0
16373,53,117310.979016494,0,3,1,1,3,0
16374,36,117310.979016494,2,3,1,1,3,0
16375,25,28583.88,2,3,1,99,3,0
16376,27,117310.979016494,2,3,1,3,3,0
16377,23,95730.03,2,3,1,1,3,0
16378,58,117310.979016494,2,3,1,99,3,0
16379,49,117310.979016494,2,3,1,99,3,0
16380,26,168929.1,2,3,1,3,3,0
16381,22,17086.92,2,3,1,0,3,0
16382,69,136352.19,2,6,1,2,6,0
16383,46,134742.57,2,3,1,99,3,0
16384,45,32083.29,2,3,1,99,3,0
16385,59,117310.979016494,-999999,3,1,99,3,0
16386,24,117310.979016494,2,3,1,3,3,0
16387,22,68123.46,2,3,1,3,3,0
16388,23,160256.1,2,3,1,99,3,0
16389,23,63642.12,2,3,1,3,3,0
16390,23,61367.88,2,3,1,99,3,0
16391,25,117310.979016494,2,3,1,3,3,0
16392,50,117310.979016494,2,3,1,2,3,0
16393,23,185208.12,2,3,1,99,3,0
16394,51,49591.38,2,3,1,99,3,0
16395,25,125266.23,2,3,1,3,3,0
16396,26,117310.979016494,2,3,1,99,3,0
16397,23,92659.86,2,3,1,99,3,0
16398,23,61915.2,2,3,1,99,3,0
16399,23,211453.62,2,3,1,99,3,0
16400,23,535904.22,2,3,1,99,3,0
16401,25,107672.67,2,3,1,99,3,0
16402,33,70380.84,2,3,1,3,3,0
16403,23,191435.19,2,3,1,99,3,0
16404,23,117310.979016494,2,3,1,3,3,0
16405,24,75825.75,2,3,1,99,3,0
16406,33,117310.979016494,2,3,1,3,3,0
16407,30,88270.05,2,6,1,1,6,0
16408,25,96027.66,2,3,1,99,3,0
16409,23,68782.14,2,3,1,3,3,0
16410,63,117310.979016494,2,9,1,3,6,0
16411,23,117310.979016494,2,3,1,99,3,0
16412,40,128296.11,2,6,1,1,6,0
16413,23,117310.979016494,2,3,1,3,3,0
16414,23,103539.99,2,3,1,99,3,0
16415,23,33551.01,2,3,1,99,3,0
16416,23,117310.979016494,2,3,1,3,3,0
16417,23,96175.11,2,3,1,2,3,0
16418,63,71369.91,2,3,1,3,3,0
16419,23,66378.9,2,3,1,1,3,0
16420,33,155552.49,2,3,1,1,3,0
16421,23,167576.4,2,3,1,3,3,0
16422,83,34041.18,2,6,1,2,6,0
16423,47,46003.59,2,6,1,2,6,0
16424,90,87834.84,2,3,1,99,3,0
16425,32,101654.34,2,3,1,99,3,0
16426,37,58073.91,2,3,1,99,3,0
16427,39,64411.35,2,3,1,99,3,0
16428,23,60173.16,2,3,1,1,3,1
16429,23,293678.46,2,3,1,99,3,0
16430,25,134985.24,2,3,1,3,3,0
16431,25,42774.96,2,3,1,3,3,0
16432,23,117310.979016494,2,3,1,1,3,0
16433,26,332735.73,2,3,1,3,3,0
16434,50,117310.979016494,2,3,1,2,3,1
16435,23,45509.13,2,3,1,3,3,0
16436,36,108779.58,2,3,1,99,3,0
16437,23,97804.77,2,3,1,3,3,0
16438,23,59957.07,2,3,1,99,3,0
16439,23,86038.71,2,3,1,1,3,0
16440,29,79076.61,2,3,1,3,3,0
16441,24,102001.38,2,6,1,99,6,0
16442,24,55314.0,2,3,1,99,3,0
16443,25,57339.99,2,3,1,99,3,0
16444,42,62372.46,2,3,1,2,3,0
16445,23,40215.87,2,3,1,2,3,0
16446,23,117310.979016494,2,3,1,3,3,0
16447,55,111588.54,2,3,1,1,3,0
16448,39,64519.47,2,3,1,1,3,0
16449,44,56859.78,2,6,1,99,6,0
16450,34,149341.29,2,3,1,2,3,0
16451,28,131353.47,2,3,1,99,3,0
16452,23,111996.09,2,3,1,3,3,0
16453,24,150992.49,2,3,1,3,3,0
16454,26,76924.92,2,3,1,99,3,0
16455,23,42757.89,2,3,1,3,3,0
16456,38,84224.31,2,3,1,1,3,1
16457,49,84745.44,2,3,1,1,3,0
16458,22,87440.94,2,3,1,3,3,0
16459,25,117310.979016494,2,3,1,99,3,0
16460,26,123075.9,2,3,1,99,3,0
16461,45,73463.37,6,3,1,1,3,0
16462,31,56325.03,2,3,1,1,3,0
16463,37,30971.94,2,3,1,1,3,0
16464,27,117310.979016494,2,3,1,99,3,0
16465,34,80140.11,2,3,1,99,3,0
16466,24,117310.979016494,2,3,1,3,3,0
16467,23,174956.22,2,3,1,99,3,0
16468,47,26435.52,5,3,1,1,3,0
16469,23,68600.7,2,3,1,99,3,0
16470,44,39698.52,2,3,1,99,3,0
16471,45,117310.979016494,2,3,1,2,3,0
16472,24,64257.51,2,3,1,3,3,0
16473,53,117310.979016494,2,3,1,99,3,1
16474,37,61469.61,2,6,1,1,6,0
16475,60,66890.7,2,3,1,1,3,0
16476,23,120608.01,2,3,1,99,3,0
16477,43,72421.53,2,3,1,99,3,0
16478,41,117310.979016494,2,3,1,1,3,0
16479,24,117310.979016494,2,3,1,99,3,0
16480,28,117310.979016494,2,3,1,3,3,1
16481,72,117310.979016494,2,3,1,1,3,0
16482,25,89837.85,2,3,1,3,3,0
16483,39,49941.21,2,3,1,99,3,0
16484,47,126349.53,2,3,1,99,3,0
16485,27,42000.45,2,3,1,99,3,0
16486,23,113064.06,2,3,1,99,3,0
16487,28,31030.02,10,3,1,2,3,0
16488,32,477144.87,2,3,1,99,3,0
16489,31,39961.65,2,3,1,99,3,0
16490,23,117310.979016494,2,3,1,3,3,0
16491,23,67477.74,2,3,1,3,3,0
16492,51,117310.979016494,2,3,1,1,3,0
16493,24,18272.58,2,3,1,3,3,0
16494,30,60259.77,2,3,1,3,3,0
16495,27,18327.45,2,3,1,3,3,0
16496,53,44446.08,2,3,1,99,3,0
16497,24,81969.18,2,3,1,99,3,0
16498,25,75568.32,2,3,1,99,3,0
16499,30,117310.979016494,2,3,1,3,3,0
16500,25,256141.53,2,3,1,99,3,0
16501,42,102776.46,2,3,1,99,3,0
16502,76,152362.23,2,6,1,2,3,0
16503,44,47920.65,2,6,1,1,6,0
16504,73,117310.979016494,2,3,1,99,3,0
16505,23,165142.23,2,3,1,3,3,0
16506,23,59606.01,2,3,1,99,3,0
16507,23,59544.36,2,3,1,3,3,0
16508,43,67381.44,2,3,1,2,3,0
16509,28,84836.43,2,3,1,3,3,0
16510,24,54111.48,2,3,1,99,3,0
16511,23,48913.44,2,3,1,3,3,0
16512,23,117310.979016494,2,3,1,99,3,0
16513,69,76769.34,2,3,1,99,3,0
16514,30,46609.02,2,3,1,1,3,0
16515,48,94398.42,2,9,1,2,9,0
16516,25,51109.35,2,3,1,3,3,0
16517,31,105521.88,2,9,1,2,6,0
16518,23,64018.32,2,3,1,1,3,0
16519,23,48393.75,2,3,1,99,3,0
16520,23,362026.17,2,3,1,99,3,0
16521,50,117310.979016494,2,9,1,1,6,0
16522,23,72275.19,2,3,1,3,3,0
16523,28,41779.77,2,3,1,3,3,0
16524,32,142783.74,2,3,1,1,3,0
16525,24,67832.79,2,3,1,99,3,0
16526,42,86462.52,2,3,1,99,3,0
16527,36,199954.8,2,3,1,99,3,0
16528,39,117310.979016494,2,3,1,99,3,0
16529,25,45591.99,2,3,1,3,3,0
16530,44,84926.31,2,3,1,99,3,0
16531,48,117310.979016494,2,6,1,2,3,0
16532,23,81046.41,2,3,1,99,3,0
16533,32,101033.46,2,3,1,2,3,0
16534,24,87459.93,2,3,1,3,3,0
16535,48,79243.71,2,6,1,1,6,0
16536,42,69760.95,2,3,1,1,3,0
16537,24,221484.42,2,3,1,3,3,0
16538,23,112005.84,2,3,1,99,3,0
16539,36,90466.77,2,3,1,1,3,0
16540,24,223386.9,2,3,1,99,3,0
16541,50,117310.979016494,2,3,1,1,3,0
16542,48,117310.979016494,2,3,1,2,3,0
16543,23,80915.34,2,3,1,3,3,0
16544,27,79125.0,2,3,1,1,3,0
16545,65,203019.66,2,3,1,1,3,0
16546,24,242545.71,2,3,1,99,3,0
16547,23,200954.19,2,3,1,2,3,0
16548,23,460764.66,2,3,1,99,3,0
16549,23,196213.47,2,3,1,99,3,0
16550,31,71478.42,2,3,1,3,3,0
16551,27,89455.59,2,3,1,3,3,0
16552,22,41983.44,2,3,1,0,3,0
16553,37,117310.979016494,2,3,1,99,3,0
16554,45,120282.81,2,3,1,99,3,0
16555,24,73254.84,2,3,1,2,3,0
16556,36,85284.9,8,3,1,2,3,0
16557,71,115421.28,2,3,1,3,3,0
16558,23,117310.979016494,2,3,1,1,3,0
16559,50,124237.38,2,3,1,1,3,0
16560,31,121513.32,2,3,1,3,3,0
16561,24,50016.45,2,3,1,3,3,0
16562,23,914375.43,2,3,1,99,3,0
16563,23,89592.45,2,3,1,3,3,0
16564,25,106543.77,2,3,1,99,3,0
16565,33,57822.45,2,6,1,1,6,0
16566,25,61306.83,2,3,1,99,3,0
16567,33,137375.34,2,3,1,1,3,0
16568,96,58899.93,2,6,1,1,6,0
16569,24,288997.44,2,3,1,3,3,0
16570,43,117310.979016494,2,3,1,99,3,0
16571,23,118714.86,2,3,1,3,3,0
16572,47,94903.29,2,6,1,1,6,0
16573,51,127995.27,2,9,1,1,9,1
16574,27,66704.61,2,3,1,1,3,0
16575,24,63071.55,2,3,1,99,3,0
16576,49,80211.0,2,3,1,2,3,0
16577,32,117310.979016494,2,3,1,99,3,0
16578,47,30571.65,2,3,1,1,3,0
16579,31,117310.979016494,2,3,1,2,3,0
16580,24,117310.979016494,2,3,1,3,3,0
16581,23,153415.2,2,3,1,99,3,0
16582,34,51615.0,2,3,1,99,3,1
16583,24,114006.9,2,3,1,3,3,0
16584,43,62780.79,2,3,1,99,3,0
16585,46,220812.03,2,3,1,1,3,0
16586,23,117310.979016494,2,3,1,99,3,0
16587,27,96325.53,2,3,1,3,3,0
16588,25,241860.12,2,3,1,1,3,0
16589,36,117310.979016494,2,3,1,3,3,0
16590,26,58349.07,2,3,1,99,3,0
16591,36,117310.979016494,2,3,1,99,3,0
16592,29,119571.96,2,3,1,99,3,0
16593,23,117310.979016494,2,3,1,99,3,0
16594,36,56438.19,2,3,1,99,3,1
16595,22,117310.979016494,-999999,3,1,0,3,0
16596,22,176432.46,2,3,1,3,3,0
16597,23,117310.979016494,2,3,1,2,3,0
16598,23,41575.92,2,3,1,99,3,0
16599,23,117310.979016494,2,3,1,99,3,0
16600,23,109937.46,2,3,1,99,3,0
16601,23,125025.06,2,3,1,3,3,0
16602,53,105441.33,2,3,1,1,3,0
16603,84,50436.96,2,3,1,1,3,0
16604,23,135214.77,2,3,1,3,3,0
16605,25,58314.54,2,3,1,99,3,0
16606,34,114098.46,2,3,1,99,3,1
16607,23,67986.78,2,3,1,3,3,0
16608,23,69908.04,2,3,1,3,3,0
16609,26,145700.07,2,3,1,2,3,0
16610,23,77679.06,2,3,1,3,3,0
16611,41,104332.35,2,3,1,3,3,0
16612,23,68880.54,2,3,1,99,3,0
16613,63,167547.6,2,9,1,2,6,0
16614,23,46300.98,2,3,1,99,3,0
16615,36,151945.2,2,3,1,1,3,1
16616,40,82063.65,2,3,1,1,3,0
16617,23,117310.979016494,2,3,1,3,3,0
16618,23,66165.78,2,3,1,99,3,0
16619,23,222536.85,2,3,1,99,3,0
16620,24,70393.68,2,3,1,1,3,0
16621,43,137902.14,6,3,1,1,3,0
16622,37,117310.979016494,2,3,1,2,3,0
16623,22,117310.979016494,2,3,1,0,3,0
16624,23,121022.58,2,3,1,3,3,0
